"id","name","full_name","owner_userfk","description","size","created_at","updated_at"
"190342354","beacon-metrics","ethereum/beacon-metrics","6250754","Informative spec for beacon node metrics","17","2019-06-05 06:58:22","2023-08-29 07:31:52"
"194867111","remix-website","ethereum/remix-website","6250754","","62172","2019-07-02 13:20:25","2023-03-12 02:36:04"
"198376360","py-hdwallet","ethereum/py-hdwallet","6250754","","183","2019-07-23 07:28:40","2022-07-11 16:49:31"
"201584176","fe","ethereum/fe","6250754","Emerging smart contract language for the Ethereum blockchain.","11594","2019-08-10 05:24:07","2023-08-30 13:34:06"
"202613633","beacon-APIs","ethereum/beacon-APIs","6250754","Collection of RESTful APIs provided by Ethereum Beacon nodes","8819","2019-08-15 21:27:12","2023-08-27 03:47:39"
"204730283","remix-plugins-directory","ethereum/remix-plugins-directory","6250754","Remix plugins directory","7101","2019-08-27 15:13:37","2023-07-02 16:48:24"
"205822906","Yul-K","ethereum/Yul-K","6250754","Formal semantics of the yul language","177","2019-09-02 09:29:01","2023-04-18 09:00:55"
"207387798","trio-run-in-process","ethereum/trio-run-in-process","6250754","Trio-based API for running code in other processes","119","2019-09-09 19:25:24","2022-11-26 05:28:42"
"208307278","act","ethereum/act","6250754","Smart contract specification language","4191","2019-09-13 16:50:11","2023-08-22 22:39:32"
"209147015","blake2b-py","ethereum/blake2b-py","6250754","Blake2b hashing in Rust with Python bindings.","204","2019-09-17 20:07:38","2023-05-17 23:08:35"
"209484673","remix-desktop","ethereum/remix-desktop","6250754","Remix IDE desktop","2305","2019-09-19 07:00:45","2023-08-28 02:58:24"
"210826773","cpp-build-env","ethereum/cpp-build-env","6250754","Docker images for building C++ projects","27","2019-09-25 11:20:32","2023-02-22 08:11:25"
"210944178","js-ethereum-cryptography","ethereum/js-ethereum-cryptography","6250754","Every cryptographic primitive needed to work on Ethereum, for the browser and Node.js","1541","2019-09-25 21:32:13","2023-08-30 14:27:59"
"219834578","asyncio-run-in-process","ethereum/asyncio-run-in-process","6250754","A simple asyncio friendly replacement for multiprocessing to run coroutines in a separate process.","148","2019-11-05 19:32:31","2022-10-09 11:36:40"
"221425105","js-team-organization","ethereum/js-team-organization","6250754","EF JavaScript Team Organisation","1579","2019-11-13 09:46:20","2023-03-10 03:59:04"
"222621196","esp-website","ethereum/esp-website","6250754","Website for the Ethereum Foundation's Ecosystem Support Program (ESP):","54512","2019-11-19 06:07:58","2023-08-15 11:10:32"
"222820906","async-service","ethereum/async-service","6250754","Lifecycle management for async applications","278","2019-11-20 01:04:33","2022-01-10 16:57:58"
"225727683","aio-run-in-process","ethereum/aio-run-in-process","6250754","Async friendly replacement for multiprocessing for asyncio or trio","95","2019-12-03 22:14:05","2021-12-26 19:12:18"
"232169517","eth2.0-onboarding","ethereum/eth2.0-onboarding","6250754","Additional eth2 documents and explanations to aid onboarding","399","2020-01-06 19:23:54","2022-10-04 16:50:45"
"232799436","solidity-blog","ethereum/solidity-blog","6250754","Collection of articles about the Solidity language and compiler","20161","2020-01-09 12:04:21","2023-07-13 10:36:07"
"232819364","rig","ethereum/rig","6250754","Robust Incentives Group","87086","2020-01-09 13:47:12","2023-08-28 09:33:13"
"235634201","portal-network-specs","ethereum/portal-network-specs","6250754","Official repository for specifications for the Portal Network","884","2020-01-22 18:08:10","2023-08-25 08:18:33"
"236456856","staking-launchpad","ethereum/staking-launchpad","6250754","The deposit launchpad for staking on Ethereum 🦏","36773","2020-01-27 09:32:09","2023-08-21 21:11:30"
"238562715","awesome-remix","ethereum/awesome-remix","6250754","","13","2020-02-05 22:38:42","2023-05-04 11:13:08"
"238683184","discv4-dns-lists","ethereum/discv4-dns-lists","6250754","","3663586","2020-02-06 12:24:15","2023-08-30 00:35:49"
"239465466","staking-deposit-cli","ethereum/staking-deposit-cli","6250754","Secure key generation for deposits","978","2020-02-10 08:47:18","2023-08-25 23:07:29"
"241066884","solidity-summit","ethereum/solidity-summit","6250754","Website of the Solidity Summit conference series","22419","2020-02-17 09:26:00","2023-07-19 23:12:39"
"248697283","remix-project","ethereum/remix-project","6250754","Remix is a browser-based compiler and IDE that enables users to build Ethereum contracts with Solidity language and to debug transactions.","159189","2020-03-20 07:49:48","2023-08-29 12:24:43"
"252103549","remix-live-beta","ethereum/remix-live-beta","6250754","","116012","2020-04-01 07:30:03","2023-06-20 11:09:20"
"253055995","alexandria","ethereum/alexandria","6250754","","521","2020-04-04 17:15:25","2021-12-26 19:12:22"
"259418252","cthaeh","ethereum/cthaeh","6250754","A standalone application which serves the Ethereum JSON-RPC log filtering APIs","250","2020-04-27 18:30:23","2021-12-26 19:12:23"
"263958430","eth-orm","ethereum/eth-orm","6250754","SQLAlchemy models and utilities for loading the Ethereum blockchain into a relational database","96","2020-05-14 15:50:50","2022-09-24 13:42:54"
"264182989","ethereum-binaries","ethereum/ethereum-binaries","6250754","Fast, easy and secure Ethereum binary management","3499","2020-05-15 12:04:04","2023-07-24 06:17:12"
"273040274","solidity-buildpack-deps","ethereum/solidity-buildpack-deps","6250754","Source files for docker images used to build the Solidity compiler.","22","2020-06-17 17:37:24","2022-12-26 12:46:43"
"275951184","eipv","ethereum/eipv","6250754","Ethereum Improvement Proposal Validator","107","2020-06-29 23:49:32","2023-07-28 06:58:19"
"277483761","beaconrunner","ethereum/beaconrunner","6250754","Agent-based simulation environment for PoS Ethereum","4278","2020-07-06 08:20:38","2023-07-27 21:57:55"
"277769622","abm1559","ethereum/abm1559","6250754","Transaction markets in Python","18051","2020-07-07 09:09:17","2023-08-07 10:44:33"
"280192771","solidity-portal","ethereum/solidity-portal","6250754","The Solidity Language Portal is a high-level information page for Solidity, aiming to present consolidated news and making visitors aware of and leading them to relevant other websites.","400","2020-07-16 15:41:45","2023-07-21 15:24:04"
"280201258","fv-blog","ethereum/fv-blog","6250754","Formal verification blog","3575","2020-07-16 16:18:57","2022-01-17 17:08:02"
"281122279","public-attacknets","ethereum/public-attacknets","6250754","Public attacknets available for eth2","62","2020-07-20 13:21:41","2023-03-18 07:51:57"
"282279267","ddht","ethereum/ddht","6250754","Python implementation of Discovery V5 Protocol","1554","2020-07-24 17:29:03","2022-10-04 06:55:12"
"285476915","annotated-spec","ethereum/annotated-spec","6250754","Vitalik's annotated eth2 spec. Not intended to be ""the"" annotated spec; other documents like Ben Edgington's https://benjaminion.xyz/eth2-annotated-spec/ also exist. This one is intended to focus more on design rationale.","988","2020-08-06 04:53:52","2023-08-20 03:07:23"
"286791346","execution-specs","ethereum/execution-specs","6250754","Specification for the Execution Layer. Tracking network upgrades.","153344","2020-08-11 16:15:50","2023-08-30 19:27:16"
"289991553","trinity-eth2","ethereum/trinity-eth2","6250754","The Trinity client for the Eth2 network","17843","2020-08-24 17:15:49","2022-08-04 07:04:36"
"291139802","upnp-port-forward","ethereum/upnp-port-forward","6250754","UPnP port forwarding for humans","118","2020-08-28 20:26:37","2021-11-04 14:07:33"
"291838181","eth-enr","ethereum/eth-enr","6250754","Ethereum Name Record (ENR) library for Python","159","2020-08-31 22:30:05","2022-03-20 23:11:56"
"295414509","nodemonitor","ethereum/nodemonitor","6250754","A little node monitoring utility","641","2020-09-14 12:49:18","2023-08-18 14:51:15"
"297907245","solidity-underhanded-contest","ethereum/solidity-underhanded-contest","6250754","Website for the Underhanded Solidity Contest","3968","2020-09-23 08:42:18","2023-08-28 04:00:34"
"309505199","fellowship-program-website","ethereum/fellowship-program-website","6250754","Website for the Ethereum Foundation's Fellowship Program:","13863","2020-11-02 21:58:21","2023-06-26 15:37:35"
"315409212","remix-theia","ethereum/remix-theia","6250754","","284","2020-11-23 18:45:15","2021-11-04 14:07:50"
"327610959","yul-isabelle","ethereum/yul-isabelle","6250754","","1163","2021-01-07 12:51:56","2023-08-29 17:46:53"
"338460624","trin","ethereum/trin","6250754","An Ethereum portal client: a json-rpc server with nearly instant sync, and low CPU & storage usage","6918","2021-02-12 23:50:20","2023-08-29 07:01:15"
"342460405","ssv","ethereum/ssv","6250754","The repository has moved to https://github.com/bloxapp/ssv","15961","2021-02-26 04:16:02","2023-01-28 03:02:07"
"347575693","EIP-Bot","ethereum/EIP-Bot","6250754","A collection of bots that make life easier on editors","33701","2021-03-14 07:50:26","2023-07-28 06:58:36"
"348333816","remix-vscode","ethereum/remix-vscode","6250754","Remix VS Code extension","29180","2021-03-16 12:10:58","2023-08-03 23:18:16"
"351413116","clrfund","ethereum/clrfund","6250754","Eth2 CLR project built on clr.fund","70831","2021-03-25 11:34:24","2023-08-26 20:09:39"
"357262343","rayonism","ethereum/rayonism","6250754","DEPRECATED","47","2021-04-12 16:21:54","2023-01-28 05:33:04"
"358600482","requests-for-proposals","ethereum/requests-for-proposals","6250754","","47","2021-04-16 12:59:58","2023-08-24 14:50:09"
"359791908","discv4-crawl","ethereum/discv4-crawl","6250754","","1144","2021-04-20 11:32:52","2023-01-30 13:43:01"
"377601306","execution-apis","ethereum/execution-apis","6250754","Collection of APIs provided by Ethereum execution layer clients ","7364","2021-06-16 19:08:14","2023-08-27 12:02:43"
"385735422","node-crawler","ethereum/node-crawler","6250754","Attempts to crawl the Ethereum network of valid Ethereum Nodes and visualizes them in a nice web dashboard.","902","2021-07-13 21:07:20","2023-08-17 13:05:58"
"390121015","bls12-381-tests","ethereum/bls12-381-tests","6250754","","142","2021-07-27 20:41:42","2022-09-28 14:26:56"
"404367965","consensus-deployment-ansible","ethereum/consensus-deployment-ansible","6250754","","1937","2021-09-08 13:57:15","2023-06-12 11:13:10"
"406290650","verkle-dev-website","ethereum/verkle-dev-website","6250754","Github Pages: https://verkle.dev","4246","2021-09-14 08:44:18","2023-03-12 21:03:16"
"414200753","legacytests","ethereum/legacytests","6250754","","37641","2021-10-06 12:21:39","2023-05-17 04:54:02"
"420141223","cryptography-research-website","ethereum/cryptography-research-website","6250754","Ethereum Foundation Cryptography Research Website","44371","2021-10-22 15:02:21","2023-08-02 11:25:08"
"421882692","distributed-validator-specs","ethereum/distributed-validator-specs","6250754","Ethereum Distributed Validator Specifications","2266","2021-10-27 15:56:26","2023-08-11 04:44:47"
"424617666","GitSync","ethereum/GitSync","6250754","Synchronization of Ethereum GitHub repos to other git hosting services","1182","2021-11-04 14:05:31","2023-02-16 11:45:07"
"425057268","keymanager-APIs","ethereum/keymanager-APIs","6250754","Collection of RESTful APIs provided by Ethereum consensus keymanagers","2690","2021-11-05 19:06:32","2023-08-13 00:59:16"
"467299188","public-disclosures","ethereum/public-disclosures","6250754","","39","2022-03-07 23:56:29","2023-08-24 14:42:00"
"472449369","merge-testnet-verifier","ethereum/merge-testnet-verifier","6250754","Merge Testnet module to probe and verify certain aspects of the testnet during its lifetime.","127","2022-03-21 17:48:37","2022-09-14 15:18:59"
"488300798","builder-specs","ethereum/builder-specs","6250754","Specification for the external block builders.","2777","2022-05-03 17:23:04","2023-08-24 19:28:57"
"491252955","eth-portal","ethereum/eth-portal","6250754","A collection of utilities related to Ethereum's Portal Network","392","2022-05-11 19:51:04","2023-01-20 17:59:21"
"493907618","kzg-ceremony","ethereum/kzg-ceremony","6250754","Resources and documentation related to the ongoing Ethereum KZG Ceremony.","11527","2022-05-19 03:31:47","2023-08-29 06:03:21"
"499197409","kzg-ceremony-specs","ethereum/kzg-ceremony-specs","6250754","Specs for Ethereum's KZG Powers of Tau Ceremony","323","2022-06-02 15:49:26","2023-08-24 14:28:12"
"509161373","eipw","ethereum/eipw","6250754","","503","2022-06-30 16:50:26","2023-08-09 23:20:42"
"511364371","eipw-action","ethereum/eipw-action","6250754","Action for executing eipw, the EIP validator","2714","2022-07-07 03:02:51","2022-08-19 02:59:36"
"518448564","geth-website","ethereum/geth-website","6250754","This was a temporary home for the new Geth website","8440","2022-07-27 12:26:07","2023-05-10 06:28:25"
"519226810","eip-review-bot","ethereum/eip-review-bot","6250754","Request reviewers for EIP modifications","1696","2022-07-29 13:33:29","2023-08-25 03:39:23"
"523464473","devops-test-prater-redirect","ethereum/devops-test-prater-redirect","6250754","","12","2022-08-10 19:01:23","2022-08-15 10:21:24"
"530347998","hevm","ethereum/hevm","6250754","symbolic EVM evaluator","12106","2022-08-29 18:39:09","2023-08-25 18:52:50"
"534738043","kzg-ceremony-sequencer","ethereum/kzg-ceremony-sequencer","6250754","","921","2022-09-09 17:17:58","2023-08-19 21:05:21"
"538734239","portal-accumulators","ethereum/portal-accumulators","6250754","","1234623","2022-09-19 23:33:26","2023-04-06 18:50:59"
"538918098","secure-drop","ethereum/secure-drop","6250754","A service to encrypt messages and documents in browser for secure transmission","1073","2022-09-20 09:55:31","2023-07-27 21:23:50"
"553749291","execution-spec-tests","ethereum/execution-spec-tests","6250754","A Python framework and collection of test cases to generate test vectors for Ethereum execution clients","37693","2022-10-18 17:52:59","2023-08-24 06:44:06"
"554403346","glados","ethereum/glados","6250754","Portal network monitoring application.","752","2022-10-19 18:56:15","2023-08-30 07:16:27"
"561300041","tlsnotary-old-website","ethereum/tlsnotary-old-website","6250754","A copy of the https://tlsnotary.org/","2550","2022-11-03 11:54:17","2022-11-08 22:14:48"
"567131022","utp","ethereum/utp","6250754","uTorrent transport protocol","98","2022-11-17 06:10:50","2023-08-24 17:18:42"
"567187305","portal-hive","ethereum/portal-hive","6250754","Portal Network end-to-end test harness","38733","2022-11-17 09:01:10","2023-08-29 04:57:39"
"567729203","c-kzg-4844","ethereum/c-kzg-4844","6250754","Minimal 4844 version of c-kzg","14199","2022-11-18 12:46:58","2023-08-24 06:20:52"
"581315860","pos-evolution","ethereum/pos-evolution","6250754","Evolution of the Ethereum Proof-of-Stake Consensus Protocol","89","2022-12-22 21:07:43","2023-07-19 13:31:54"
